node_id,run_time,last_obs_time,horizon_step,horizon_minutes,forecast_time,pred,current,delta,expected_mae_node,confidence,pred_low,pred_high
27,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,61.651077,61.375,0.27607727,3.6296792,high,58.021397,65.280754
27,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,61.813606,61.375,0.43860626,3.6296792,high,58.183926,65.44328
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,69.35909,69.375,-0.015907288,4.177825,high,65.18127,73.53692
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,69.30681,69.375,-0.06819153,4.177825,high,65.12898,73.484634
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,69.13054,69.375,-0.24446106,4.177825,high,64.95271,73.308365
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,69.32639,69.375,-0.048606873,4.177825,high,65.14857,73.50422
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,69.35158,69.375,-0.023422241,4.177825,high,65.17375,73.5294
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,69.38816,69.375,0.013160706,4.177825,high,65.210335,73.56599
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,69.349144,69.375,-0.025856018,4.177825,high,65.17132,73.52697
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,69.17308,69.375,-0.20191956,4.177825,high,64.995255,73.35091
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,69.16798,69.375,-0.20702362,4.177825,high,64.99015,73.3458
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,69.44621,69.375,0.07121277,4.177825,high,65.26839,73.62404
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,69.04182,69.375,-0.3331833,4.177825,high,64.86399,73.21964
28,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,69.261734,69.375,-0.11326599,4.177825,high,65.08391,73.43956
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,66.42915,66.375,0.054153442,3.9738386,high,62.455315,70.40299
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,66.3405,66.375,-0.034500122,3.9738386,high,62.36666,70.31434
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,66.38922,66.375,0.014221191,3.9738386,high,62.415382,70.36306
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,66.41051,66.375,0.035507202,3.9738386,high,62.43667,70.384346
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,66.55963,66.375,0.18463135,3.9738386,high,62.585793,70.53347
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,66.48564,66.375,0.11064148,3.9738386,high,62.511803,70.45948
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,66.524956,66.375,0.14995575,3.9738386,high,62.551117,70.498795
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,66.60257,66.375,0.22756958,3.9738386,high,62.62873,70.57641
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,66.39758,66.375,0.022583008,3.9738386,high,62.423744,70.37142
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,66.53612,66.375,0.16111755,3.9738386,high,62.56228,70.50996
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,66.662796,66.375,0.28779602,3.9738386,high,62.688957,70.636635
29,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,66.64401,66.375,0.26901245,3.9738386,high,62.670174,70.61785
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,62.60946,62.75,-0.14054108,7.1636457,low,55.445812,69.7731
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,62.72248,62.75,-0.027519226,7.1636457,low,55.558834,69.88612
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,62.483856,62.75,-0.2661438,7.1636457,low,55.32021,69.6475
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,62.953804,62.75,0.20380402,7.1636457,low,55.790157,70.11745
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,63.183853,62.75,0.43385315,7.1636457,low,56.020206,70.347496
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,62.991913,62.75,0.24191284,7.1636457,low,55.828266,70.155556
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,63.03453,62.75,0.28453064,7.1636457,low,55.870884,70.19817
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,63.053905,62.75,0.3039055,7.1636457,low,55.89026,70.21755
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,62.763626,62.75,0.013626099,7.1636457,low,55.59998,69.92727
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,63.017067,62.75,0.26706696,7.1636457,low,55.85342,70.18071
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,63.137157,62.75,0.38715744,7.1636457,low,55.97351,70.300804
30,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,63.478024,62.75,0.7280235,7.1636457,low,56.314377,70.64167
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,66.023926,66.0,0.023925781,5.1738315,medium,60.850094,71.197754
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,65.80383,66.0,-0.19616699,5.1738315,medium,60.63,70.97766
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,66.048965,66.0,0.048965454,5.1738315,medium,60.875134,71.22279
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,66.08717,66.0,0.08717346,5.1738315,medium,60.91334,71.261
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,65.967354,66.0,-0.03264618,5.1738315,medium,60.79352,71.14118
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,66.02008,66.0,0.020080566,5.1738315,medium,60.84625,71.19391
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,66.10394,66.0,0.10394287,5.1738315,medium,60.93011,71.27777
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,66.19613,66.0,0.19612885,5.1738315,medium,61.022297,71.36996
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,66.11001,66.0,0.11000824,5.1738315,medium,60.936176,71.28384
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,66.17673,66.0,0.1767273,5.1738315,medium,61.002895,71.350555
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,66.29377,66.0,0.29376984,5.1738315,medium,61.119938,71.4676
31,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,66.205124,66.0,0.2051239,5.1738315,medium,61.031292,71.37895
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,67.0472,67.0,0.047203064,6.049323,low,60.99788,73.09653
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,66.98273,67.0,-0.01727295,6.049323,low,60.933403,73.03205
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,67.013435,67.0,0.013435364,6.049323,low,60.96411,73.06276
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,67.13046,67.0,0.13046265,6.049323,low,61.08114,73.17979
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,66.984184,67.0,-0.015815735,6.049323,low,60.93486,73.03351
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,67.24347,67.0,0.24346924,6.049323,low,61.194145,73.29279
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,67.164734,67.0,0.16473389,6.049323,low,61.11541,73.21406
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,67.197,67.0,0.1969986,6.049323,low,61.147675,73.24632
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,67.34244,67.0,0.34243774,6.049323,low,61.293114,73.39176
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,67.37232,67.0,0.37232208,6.049323,low,61.322998,73.421646
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,67.24083,67.0,0.24082947,6.049323,low,61.191505,73.29015
32,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,67.32468,67.0,0.3246765,6.049323,low,61.275352,73.374
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,57.928936,57.875,0.053936005,4.9995317,medium,52.929405,62.928467
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,58.116356,57.875,0.2413559,4.9995317,medium,53.116825,63.115887
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,58.275414,57.875,0.4004135,4.9995317,medium,53.275883,63.274944
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,58.9033,57.875,1.0283012,4.9995317,medium,53.90377,63.902832
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,59.08686,57.875,1.2118607,4.9995317,medium,54.08733,64.086395
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,58.946823,57.875,1.0718231,4.9995317,medium,53.947292,63.946354
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,59.75184,57.875,1.8768387,4.9995317,medium,54.752308,64.75137
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,60.054607,57.875,2.1796074,4.9995317,medium,55.055077,65.05414
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,59.83396,57.875,1.9589615,4.9995317,medium,54.83443,64.833496
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,60.141502,57.875,2.2665024,4.9995317,medium,55.14197,65.14104
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,60.4968,57.875,2.6217995,4.9995317,medium,55.49727,65.49633
33,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,60.352966,57.875,2.4779663,4.9995317,medium,55.353436,65.3525
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,68.96021,69.0,-0.039787292,4.901095,medium,64.05912,73.861305
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,68.963806,69.0,-0.036193848,4.901095,medium,64.06271,73.8649
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,69.22812,69.0,0.2281189,4.901095,medium,64.32703,74.12921
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,69.27531,69.0,0.2753067,4.901095,medium,64.374214,74.1764
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,69.51381,69.0,0.5138092,4.901095,medium,64.61272,74.4149
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,69.41454,69.0,0.41454315,4.901095,medium,64.51345,74.315636
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,69.65727,69.0,0.65727234,4.901095,medium,64.75618,74.558365
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,69.9846,69.0,0.98459625,4.901095,medium,65.0835,74.88569
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,69.79513,69.0,0.79512787,4.901095,medium,64.894035,74.69622
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,69.85264,69.0,0.85263824,4.901095,medium,64.951546,74.75373
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,69.81882,69.0,0.81881714,4.901095,medium,64.917725,74.71991
34,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,70.048195,69.0,1.0481949,4.901095,medium,65.1471,74.94929
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,61.399017,61.5,-0.100982666,4.376106,high,57.02291,65.77512
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,61.322327,61.5,-0.17767334,4.376106,high,56.94622,65.69843
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,61.04263,61.5,-0.45737076,4.376106,high,56.666523,65.41873
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,61.195366,61.5,-0.3046341,4.376106,high,56.81926,65.57147
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,61.18559,61.5,-0.31441116,4.376106,high,56.809483,65.56169
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,60.86355,61.5,-0.6364517,4.376106,high,56.487442,65.239655
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,61.008934,61.5,-0.49106598,4.376106,high,56.632828,65.38504
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,60.784855,61.5,-0.7151451,4.376106,high,56.40875,65.16096
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,60.92705,61.5,-0.57294846,4.376106,high,56.550945,65.303154
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,60.801735,61.5,-0.6982651,4.376106,high,56.42563,65.17784
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,61.004787,61.5,-0.49521255,4.376106,high,56.62868,65.38089
35,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,61.06987,61.5,-0.43013,4.376106,high,56.693764,65.44598
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,68.860085,68.875,-0.014915466,5.7716403,low,63.088444,74.63172
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,68.73759,68.875,-0.13741302,5.7716403,low,62.965946,74.509224
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,68.788734,68.875,-0.086265564,5.7716403,low,63.017094,74.56037
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,68.846725,68.875,-0.028274536,5.7716403,low,63.075085,74.61836
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,68.85832,68.875,-0.016677856,5.7716403,low,63.08668,74.62996
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,68.84843,68.875,-0.026573181,5.7716403,low,63.076786,74.62006
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,68.81865,68.875,-0.056350708,5.7716403,low,63.04701,74.59029
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,68.86143,68.875,-0.013572693,5.7716403,low,63.089787,74.633064
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,68.80639,68.875,-0.068611145,5.7716403,low,63.034748,74.578026
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,68.90089,68.875,0.025886536,5.7716403,low,63.129246,74.67252
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,68.71677,68.875,-0.15823364,5.7716403,low,62.945126,74.4884
36,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,68.713394,68.875,-0.16160583,5.7716403,low,62.941753,74.48503
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,67.6367,67.75,-0.11329651,4.7608514,medium,62.87585,72.39755
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,67.4725,67.75,-0.27749634,4.7608514,medium,62.71165,72.23335
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,67.54153,67.75,-0.2084732,4.7608514,medium,62.780674,72.302376
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,67.445244,67.75,-0.30475616,4.7608514,medium,62.68439,72.20609
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,67.36267,67.75,-0.3873291,4.7608514,medium,62.601818,72.12352
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,67.427414,67.75,-0.32258606,4.7608514,medium,62.66656,72.18826
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,67.2178,67.75,-0.5322037,4.7608514,medium,62.456944,71.978645
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,67.09836,67.75,-0.65164185,4.7608514,medium,62.337505,71.85921
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,67.14531,67.75,-0.60469055,4.7608514,medium,62.384457,71.90616
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,67.050476,67.75,-0.6995239,4.7608514,medium,62.289623,71.811325
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,67.24512,67.75,-0.5048828,4.7608514,medium,62.484264,72.00597
37,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,67.20012,67.75,-0.549881,4.7608514,medium,62.439266,71.96097
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,58.634624,58.5,0.13462448,8.724074,low,49.91055,67.358696
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,58.837894,58.5,0.33789444,8.724074,low,50.11382,67.561966
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,58.5318,58.5,0.031799316,8.724074,low,49.807724,67.255875
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,58.65827,58.5,0.15827179,8.724074,low,49.934196,67.38235
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,59.233078,58.5,0.733078,8.724074,low,50.509003,67.95715
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,58.966476,58.5,0.46647644,8.724074,low,50.2424,67.69055
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,59.02412,58.5,0.52412033,8.724074,low,50.300045,67.74819
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,59.36768,58.5,0.8676796,8.724074,low,50.643604,68.09175
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,59.723137,58.5,1.2231369,8.724074,low,50.99906,68.44721
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,59.63298,58.5,1.1329803,8.724074,low,50.908905,68.357056
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,59.88643,58.5,1.3864288,8.724074,low,51.162354,68.610504
38,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,60.389458,58.5,1.8894577,8.724074,low,51.665382,69.11353
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,59.29496,59.25,0.044960022,4.452014,high,54.842945,63.746975
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,59.33378,59.25,0.08377838,4.452014,high,54.881763,63.785793
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,59.419865,59.25,0.16986465,4.452014,high,54.96785,63.87188
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,59.44206,59.25,0.19205856,4.452014,high,54.990044,63.894073
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,59.19319,59.25,-0.05680847,4.452014,high,54.741177,63.645206
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,59.719788,59.25,0.4697876,4.452014,high,55.267773,64.1718
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,59.94959,59.25,0.6995888,4.452014,high,55.497574,64.4016
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,59.702896,59.25,0.45289612,4.452014,high,55.25088,64.15491
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,59.62863,59.25,0.3786316,4.452014,high,55.176617,64.08064
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,60.00675,59.25,0.7567482,4.452014,high,55.554733,64.45876
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,59.534645,59.25,0.28464508,4.452014,high,55.08263,63.98666
39,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,60.14145,59.25,0.891449,4.452014,high,55.689434,64.59346
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,67.44664,67.5,-0.053359985,4.78455,medium,62.66209,72.23119
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,67.61347,67.5,0.113471985,4.78455,medium,62.828922,72.398026
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,67.50813,67.5,0.008132935,4.78455,medium,62.723583,72.29269
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,67.46594,67.5,-0.034057617,4.78455,medium,62.681393,72.250496
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,67.4488,67.5,-0.051200867,4.78455,medium,62.66425,72.23335
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,67.44622,67.5,-0.053779602,4.78455,medium,62.66167,72.230774
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,67.62637,67.5,0.12637329,4.78455,medium,62.841824,72.41093
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,67.65871,67.5,0.15870667,4.78455,medium,62.874157,72.44326
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,67.451004,67.5,-0.04899597,4.78455,medium,62.666454,72.23556
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,67.37093,67.5,-0.12906647,4.78455,medium,62.586384,72.15549
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,67.21788,67.5,-0.28211975,4.78455,medium,62.43333,72.00243
40,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,67.444046,67.5,-0.05595398,4.78455,medium,62.659496,72.2286
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,63.090694,63.0,0.09069443,5.5256658,medium,57.56503,68.61636
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,2,10,2012-06-27 22:05:00,63.15052,63.0,0.15052032,5.5256658,medium,57.624855,68.676186
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,3,15,2012-06-27 22:10:00,63.221382,63.0,0.22138214,5.5256658,medium,57.695717,68.74705
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,4,20,2012-06-27 22:15:00,63.232388,63.0,0.23238754,5.5256658,medium,57.706722,68.75806
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,5,25,2012-06-27 22:20:00,63.157906,63.0,0.15790558,5.5256658,medium,57.63224,68.68357
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,6,30,2012-06-27 22:25:00,63.33233,63.0,0.3323288,5.5256658,medium,57.806664,68.857994
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,7,35,2012-06-27 22:30:00,63.397514,63.0,0.39751434,5.5256658,medium,57.87185,68.92318
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,8,40,2012-06-27 22:35:00,63.71139,63.0,0.71139145,5.5256658,medium,58.185726,69.23706
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,9,45,2012-06-27 22:40:00,63.359306,63.0,0.35930634,5.5256658,medium,57.83364,68.88497
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,10,50,2012-06-27 22:45:00,63.408432,63.0,0.408432,5.5256658,medium,57.882767,68.9341
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,11,55,2012-06-27 22:50:00,63.734596,63.0,0.73459625,5.5256658,medium,58.20893,69.26026
41,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,12,60,2012-06-27 22:55:00,63.643913,63.0,0.64391327,5.5256658,medium,58.118248,69.16958
42,2026-02-05 22:22:15.750357,2012-06-27 21:55:00,1,5,2012-06-27 22:00:00,68.21049,68.125,0.085487366,5.788369,low,62.42212,73.998856
